model,ps_min,ps_p01,ps_p50,ps_p99,ps_max,common_support_low,common_support_high,fraction_outside_common_support,max_weight,mean_weight,effective_sample_size,effective_sample_size_ratio
conventional_ps,0.2113793130234991,0.30437904518010905,0.47565772680177054,0.7006165626902862,0.8013706427249625,0.2515720939774954,0.7909472399880225,0.0008982708286548395,2.610524662389225,1.0001462930114202,4302.715402327894,0.9662509324787545
hdps_proxy_ps,0.1367482269488185,0.2373209461963035,0.47494751850212197,0.7721811498930515,0.866372894851451,0.18470408107732736,0.8438287139053345,0.001347406242982259,3.320244385556853,1.0001747753652936,4154.634983764058,0.9329968524060315
